,title,label
413,This Ohio Community Theater Group Thinks The Stage Needs Conservatives (HBO),1
414,"Man's eye socket broken by socket wrench, Madison police say",1
415,Lord Of The Rings Fan Explains Why She Now Identifies As An Elf,1
416,Birmingham Pub bombings: Victims were unlawfully killed,1
417,Mayor’s Office Requesting All Children Under 12 Be Leashed On First Fridays,1
418,Pub bombings victims unlawfully killed,1
419,Microsuction Consent,1
420,Gabe Newell's Likeness Is Still Selling Underwear In China,1
421,YouTuber arrested after livestreaming alleged speeding incident,1
422,Sausage museum in Thuringia,1
423,Wife of El Chapo Having Trouble Trademarking Husband's Name for New Clothing Line,1
424,SPACE SHOCK: Buzz Aldrin’s POO could be the key to ALIEN life,1
425,Google Disolves AI Ethics Board Just One Week After Forming It,1
426,Serbia advises citizens to avoid travelling to UK due to ‘major political chaos’,1
427,"Anti-vaxxer ‘warrior mom’: If vaccines are so great, ‘why aren’t they mentioned in the bible?’",1
428,Cats recognize their own names,1
429,"Democrat ""concerned"" after getting #WindmillsCauseCancer to trend, because ""MAGA folks appear to believe anything""",1
430,The official English translation of Japan’s new era name is an anime porn game theme song,1
431,Google dissolves AI ethics board just one week after forming it,1
432,Jeff From The Wiggles Falls Asleep Behind The Wheel Of Big Red Car,1
433,"‘Burning with shame’: Russian FM slams NATO SG for likening Stalin to Hitler, ISIS",1
434,"Along the Coast of Peru, Scientists Discover an Ancient Whale With 4 Legs",1
435,Todd Starnes: Elderly woman barred from reading 'A Charlie Brown Christmas' to children,1
436,"""How can you bring a child into this disaster?"" A pregnant couple interviews antinatalist writer and filmmaker Fernando Vallejo.",1
437,Vegans Choke on Proposed EU Rule Banning Veggie Burgers,1
438,Driver of stolen car crashes into gate of Taylor Swift's house,1
439,Check Out Microsoft’s New Edge Browser Rebuilt With Google Chromium,1
440,Microsoft Edge Picks Up Chromium (Google Chrome) Engine in Latest Beta,1
441,A burger is only a burger if it’s made of meat.,1
442,Polish priest apologises for Harry Potter book burning,1
443,Google to pull plug on AI ethics council,1
444,"Mizoram Boy Mistakenly Runs Over Chicken With Cycle, Takes It To Hospital With All The Money He Had",1
445,"Drunk with power, Heinz releases next condiment mash-up: Kranch",1
446,hmmm....cats know their own name 🤔,1
447,Boy saves himself and sister from a moose attack using skills learned from World of Warcraft,1
448,Canadian Family Stopped At Border After Driving Dead Body Around Because American Health Care Was Too Expensive,1
449,Guy Who Hasn’t Played RPG in a Week Might as Well Just Start Over,1
450,Mets flight delayed because Dominic Smith couldn’t pee enough for his drug test,1
451,Women have never done anything of any value..../s,1
452,TIL an alcoholic court stenographer in Manhattan repeatedly typed I hate my job instead of documenting speech during cases,1
453,Skrillex Songs Could Protect You From Pesky Mosquitoes This Summer,1
454,World's First Jaguar Born Via Artificial Insemination Eaten By Its Mum,1
455,World's first jaguar cub born through artificial insemination is EATEN by its mother two days later,1
456,"New Jersey judge who told alleged rape victim to 'close your legs' faces 3-month suspension, ethics panel says",1
457,Boeing's emergency procedure for runaway stabilizer has been inadequate since 1982,1
458,"By spying on Huawei, U.S. found evidence against the Chinese firm - Reuters",1
459,Seal found choking on 'Frisbee' is made a 'Sir',1
460,‘My body is not mine’: Indonesia Without Feminists group starts online campaign,1
461,"Woman who fell from Circus Circus roller coaster is 'double amputee,' report says",1
462,TIL an alcoholic court stenographer in Manhattan repeatedly typed I hate my job instead of documenting speech during cases,1
463,Jim Carrey’s Mussolini painting starts Twitter feud with dictator’s granddaughter,1
464,Benito Mussolini’s granddaughter has spent decades defending him. Now she’s feuding with Jim Carrey.,1
465,Cardi B: “Stop calling me Bill Cosby because it’s not rape if he got hard”,1
466,"Any true Full House fan would know that this Lori Loughlin scandal was bound to happen...Anyone remember Season 6, Episode 15?: “Jesse lies about the twins' academic abilities to get them in to a prestigious preschool.”",1
467,Hospital Withdraws Job Offer To Doctor Who Tweeted About Giving Jews Wrong Meds,1
468,Teacher Punished for Mocking Students and Drinking before Dry Grad,1
469,Mussolini's granddaughter in Twitter feud with Jim Carrey,1
470,Ohio Valley Wrestling to open first professional wrestling trade school,1
471,San Francisco woman learns she has nearly 30 siblings after DNA test,1
472,"'Yu-Gi-Oh!' Tournaments Will Now Penalize ""Dirty, Bad-Smelling"" Players",1
473,Hospital Withdraws Job Offer To Doctor Who Tweeted About Giving Jews Wrong Meds,1
474,"Anti-vaxxer ‘warrior mom’: If vaccines are so great, ‘why aren’t they mentioned in the bible?’",1
475,Ohio Valley Wrestling School to offer 60 credit hour degree in professional wrestling and sports entertainment.,1
476,There Is Now Scientific Proof Your Cat Is Ignoring You,1
477,"U.S. owes black people reparations for a history of ‘racial terrorism,’ says U.N. panel",1
478,"DNA test shows that person is not a missing boy, but actually an adult man",1
479,No one won the powerball and the prize is now 750 million,1
480,Seal found choking on 'Frisbee' is made a 'Sir',1
481,Content material Purchasing Frees Writers From the Sizzling Take Machine,1
482,Prince Harry calls for fortnite ban in the UK,1
483,Pet pig named Princess slaughtered by neighbor while police searched for owners,1
484,Ford government to redesign Ontario’s trillium logo,1
485,Missing woman’s body found in her car in Columbus police impound lot,1
486,"Trump tweets doctored video showing Joe Biden grabbing own shoulders, nuzzling hair",1
487,"Trump tweets doctored video showing Joe Biden grabbing own shoulders, nuzzling hair",1
488,Hospital Withdraws Job Offer To Doctor Who Tweeted About Giving Jews Wrong Meds,1
489,Seal found choking on a frisbee is made a “Sir”,1
490,Crank it Up: Music can Repel Mosquitoes,1
491,Illusionist Uri Geller says he 'telepathically' burst pipes in House of Commons: 'You all deserve it',1
492,Jeff Bezos retains control of Amazon after divorce,1
493,Does Ontario’s trillium logo look like ‘three men in a hot tub?’ Ford’s government is redesigning it,1
494,De Wallen has a New Sex Theatre: 5D Porn Opens this Saturday,1
495,Green day makes handbook for feminists.,1
496,Trump mocks Biden by tweeting parody touchy-feely video,1
497,"What If ""Toxic Masculinity"" Is The Reason For Climate Change?",1
498,Study Finds Mosquitos Repelled by Dubstep,1
499,Record 20% of Russians Say They Would Like to Leave Russia,1
500,"Amsterdam opens up a 5D porn cinema, fully equipped with water jets",1
501,Cops: Pals Took Turns Shooting Each Other,1
502,Trump shares doctored video mocking Joe Biden.,1
503,Twitter blocks French government with its own fake news law,1
504,‘Veggie discs’ to replace veggie burgers in EU crackdown on food labels,1
505,Survivor of Las Vegas mass shooting says employer told him to ‘suck it up’ and ‘get over it’,1
506,Police give speeders stern warning: 'Slow down or we will call your mom',1
507,Amsterdam opens a 5D porn cinema with water jets,1
508,"Fortnite 'should be banned', says Prince Harry in discussion on social media dangers",1
509,California man makes a jet ski he can ride on dry land,1
510,Polish police hunt ‘English speaking’ mankini pranksters,1
511,"Elon Musk assists Sheryl Crow after Tesla screen goes black, singer says she's stuck in parking lot",1
512,"Standing “seats,” the future of economy air travel?",1
513,Skrillex music works as a mosquito repellant AND makes mosquitos reproduce less frequently.,1
514,Knife amnesty bin on street gets stolen by a gang.,1
515,"Trump is worried about the health risks of wind turbines, but not the emissions from coal power plants or consumption of oil (gas) products",1
516,Texas judge accidentally resigns by announcing state Supreme Court bid,1
517,California shoplifter hides chainsaw in his pants,1
518,Record 20% of Russians Say They Would Like to Leave Russia,1
519,Skrillex music is an effective mosquito repellant,1
520,Weather Network apologizes to Manitoba for years of 'blocking',1
521,Russian military can use 'psychic techniques to read the minds of enemy soldiers',1
522,Juul had to ban their products within their own office,1
523,"Man Admits Ghost Did Not Plant Meth In His Home, Court Records Show",1
524,Wanted: shoplifter with a chainsaw in his pants,1
525,Grassley: Trump's claim that noise from wind turbines causes cancer was 'idiotic',1
526,WOMAN NAMED 'ICONIC FACCE' ARRESTED IN HOUSTON AFTER ALLEGEDLY ROBBING BANK TO PAY FOR PLASTIC SURGERY,1
527,Arkansas men in bulletproof vests arrested for shooting each other after drinking,1
528,2 Arkansas men take turns wearing bulletproof vest and shoot each other,1
529,Trump Tweets Doctored Video of Joe Biden Fondling Himself,1
530,UK installs knife surrender bins to curb knife crime. Criminals steal all the knives.,1
531,Decorated Officer caught having sex with cows. Arrested. Let go free of charge,1
532,Church of England told to print sexual abuse helpline on service sheets in landmark review,1
533,A major crop pest can make tomato plants lie to their neighbors,1
534,UK installs knife surrender bins to curb knife crime. Criminals stole all the knives.,1
535,This Tiny Guillotine Decapitates Mosquitoes to Fight Malaria,1
536,This Tiny Guillotine Decapitates Mosquitoes to Fight Malaria,1
537,Oops: Trump wrongly claims his father was born in Germany (again),1
538,"Trump claims he suffers 'highest level of Presidential Harassment in history', despite assassination of four previous presidents",1
539,Plane passenger with severe nut allergy forced to sit on toilet due to almonds,1
540,Plane passenger with severe nut allergy forced to sit on toilet due to almonds |,1
541,I’d always be hungry!,1
542,Japanese Workers Are Freaking Out About Getting Extra Vacation Time,1
543,Japanese People Are 'Unhappy' About Extra Vacation Time,1
544,"What If ""Toxic Masculinity"" Is The Reason For Climate Change?",1
545,Fortnite: Is Prince Harry right to want game banned?,1
546,"Donald Trump, President of the US, Says Windmill Noise 'Causes Cancer'",1
547,Juul employees can no longer vape at work,1
548,Toronto woman banned from puppy yoga because she had 'a bad vibe',1
549,Chow Down on a Plastic-Eating Fungus,1
550,Anonymous coffee shop reviews you’ll like a latte !,1
551,14-Year-Old Boy Finds ‘Lost’ Medieval Gravestones in Scotland,1
552,Melting Glaciers on Denali Will Unleash Tons of Human Poop,1
553,People are mocking President Trump’s claim that noise from windmills causes cancer,1
554,Father Allegedly Staged Home Invasion to Cover Up Stealing Daughter’s Girl Scouts Cookie Sales,1
555,Bacon Dispute At Marietta IHOP Lands Man In Jail,1
556,Police called to fight after husband brought home ‘wrong type of chicken’,1
557,"Trump claims he suffers 'highest level of Presidential Harassment in history', despite assassination of four previous presidents",1
558,Violent 'Bacon Dispute' at Georgia IHOP Raises Questions About Police's Use of Force,1
559,UK Installs Knife Surrender Bin to Curb Knife Crime. Criminals Stole All the Knives.,1
560,Why the mayor's campaign spent $14K even though he was unopposed,1
561,"Woman claims she was banned from puppy yoga for having a ""bad vibe""",1
562,WTAF??,1
563,Very nice? Why the Australian PM did a Borat impression in parliament,1
564,Prince Harry wants 'Fortnite' Banned,1
565,Thai Soccer Team Players And Coach Were Strategically Loaded Up On Ketamine During Dangerous Rescue,1
566,Family discovers hidden camera livestreaming in Airbnb,1
567,High school baseball coach placed on leave after soaking infield with gasoline,1
568,House of Commons suspended after water pours through ceiling,1
569,Street cannabis 'contains large amount of faeces',1
570,Cast of Cats film to be size of actual cats,1
571,Slovakia Bans Singing of Hungarian Anthem,1
572,'I thought it was a hoax': When Centrelink tells you your son doesn't exist,1
573,A Tiny Danish Town Plans to Build Western Europe’s Tallest Skyscraper,1
574,"Tallest building in western Europe will be built in rural Denmark town where just 7,000 people live",1
575,University of Kansas offering 'Angry White Male Studies' class this fall,1
576,"Christmas Island: more than 150 staff are guarding zero detainees, senators told",1
577,Arkansas men arrested for taking turns shooting each other while wearing bulletproof vest after drinking,1
578,Drunk idiots wearing bulletproof vests busted for shooting each other,1
579,Stick it to the man?: Carving on Cologne City Hall shows man giving himself autofellatio,1
580,Prince Harry Wants Fortnite Banned in UK,1
581,'Close Your Legs' Judge in NJ Sex Case Faces Suspension,1
582,Court fines hunter for accidentally shooting woman in the face,1
583,Street cannabis ‘contains dangerous levels of faecal matter’,1
584,Not surprised,1
585,Hunting accident in Fentange: Court fines hunter for accidentally shooting woman in the face,1
586,HPV Vaccine linked to dramatic drop in cervical disease,1
587,Pelosi to Biden: pretend everyone has a cold,1
588,Oppo Designs Phone with a Secondary Pop-Up Screen Because Why Not,1
589,Harry and Meghan took my Instagram name,1
590,North Carolina Man Who Allegedly Abandoned Pet Fish is Charged with Animal Cruelty,1
591,Beware of Russian telepaths,1
592,Russia Baffled by Poverty Report Suggesting One Third of Citizens Can't Afford Shoes: 'Why Shoes?',1
593,Prime 5 Twitter purchasing apps for small game,1
594,Patagonia Is Refusing To Sell Its Iconic Power Vests To Some Financial Firms,1
595,Jack Renshaw: Neo-Nazi who said homosexuality was 'unnatural' revealed as paedophile who groomed young boys,1
596,Street cannabis 'contains large amount of faeces',1
597,"Coming soon: Brunchables, for when you want Lunchables at 10 a.m.",1
598,Oppo designs phone with a secondary pop-up screen because why the hell not,1
599,Would you wear $300 'janties'? Social media is screaming over denim underwear,1
600,Google’s constant product shutdowns are damaging its brand,1
601,"Michelle Williams “paralysed” but “not surprised” after learning she was paid $1,000 while Mark Wahlberg pocketed $1.5 million",1
602,$315 denim high waist ‘janties’ sell out,1
603,:/,1
604,"More Than 65,000 People Sign Petition To Remove PewDiePie From YouTube",1
605,"$315 DENIM, HIGH-WAIST 'JANTIES' SELL OUT",1
606,Melting glaciers on Alaska’s Denali will unleash tons of human poop,1
607,"Christmas Island: more than 150 staff are guarding zero detainees, senators told",1
608,"Plant-Based Meat Sales Rise, Fueled by Carnivores",1
609,Cast of Cats film to be size of actual cats,1
610,"Man, 55, claims he was 'having a bad day' when he 'choked a cashier because he crushed his chips while putting them in bags'",1
611,Two men arrested for taking turns testing bulletproof vest on each other,1
612,How a broker spent $520m in a drunken stupor and moved the global oil price,1
613,Brunei implements stoning to death under anti-LGBT laws,1
614,6 Things Elon Musk Could Be Doing Instead of Denying He's a Furry,1
615,Police pull an epic April fool prank on theif,1
616,6 Things Elon Musk Could Be Doing Instead of Denying He's a Furry,1
617,Epic tr0ll 😂👌,1
618,Zoo Keeper Licks Monkey’s Butt To Help It Poop In China,1
619,I can’t believe it’s not the onion,1
620,Neo-Nazi who said homosexuality was 'unnatural' revealed as paedophile who groomed young boys,1
621,Polish priest apologizes for burning of ‘Harry Potter’ books,1
622,Spanish TV targets Guardiola for racist incidents in European football,1
623,https://apnews.com/72bd4865c1c34558a2687b0e87209262,1
624,"Young Men Having Less Sex Due To 'Gaming, Streaming And Social Media'",1
625,Polish priest apologizes for burning of ‘Harry Potter’ books,1
626,Polish priest apologizes for burning of 'Harry Potter' books,1
627,'Angry white man' class offered at KU this fall,1
628,Catholic priest apologises for burning Harry Potter books at ceremony in Poland,1
629,Police Attempt to Get Citizens to Turn in Knives Backfires After Thieves Steal All the Knives,1
630,Jack Renshaw: Neo-Nazi who said homosexuality was 'unnatural' revealed as paedophile who groomed young boys,1
631,'Let us use the bathroom',1
632,Army: Fake transgenders cannot dodge military conscription,1
633,transgenders cannot dodge military conscription,1
634,NZ PM Jacinda Ardern pays for Auckland mum's groceries after she forgot her wallet,1
635,"Singapore minister puts Lady Gaga, Ariana Grande on 'offensive' playlist.",1
636,"Lady Gaga, Ariana Grande on Singapore parliament ""offensive"" playlist.",1
637,"Oregon man arrested with drugs, notebook with business plan for selling drugs, police say",1
638,Man Arrested for Possession of Drugs and Plan which included how to not get Caught by the Police,1
639,Neo-Nazi who said homosexuality was 'unnatural' revealed as paedophile who groomed young boys,1
640,Man accused of abandoning pet fish faces animal cruelty charges,1
641,Neo-Nazi says Homosexuality is unnatural and is later outed as a pedophile that groomed young boys,1
642,Police: Men take turns wearing bulletproof vest to shoot each other,1
643,What if toxic masculinity is the reason for climate change?,1
644,NFL Assures Fans There's No Tolerance For Racial Slurs At Redskins Games,1
645,"2 cars spend over an hour fighting for parking spot in Los Angeles, viral video shows",1
646,What was that boom? Part 2,1
647,Washington Department of Corrections Quietly Bans Book Donations to Prisoners From Nonprofits,1
648,WWE Offers Tryouts to AAF Players after League Suspends Operations,1
649,Spanish fireman faces 20 years in prison for rescuing migrants at sea,1
650,"To help gay son, 61-year-old woman gives birth to own grandchild",1
651,Two Men Arrested for Taking Turns Testing Bullet Proof Vest on Each Other,1
652,"Steph Curry, who apparently has always had a mild form of astigmatism, finally got contacts and can actually see now.",1
653,Heinz Ketchup introduces new ketchup combination called Kranch,1
654,61-Year-Old Woman Gives Birth To Own Granddaughter For Gay Son Using His Husband's Sister's Egg,1
655,61-Year-Old Woman Gives Birth To Own Granddaughter For Gay Son Using His Husband's Sister's Egg,1
656,World’s first jaguar born by artificial insemination is eaten by mom,1
657,"Florida couple says 'I do,"" then rolls in the mud",1
658,"""groomed"" yes",1
659,NFL Assures Fans There’s No Tolerance For Racial Slurs At Redskins Games,1
660,NFL Assures Fans There's No Tolerance For Racial Slurs At Redskins Games,1
661,Neo-Nazi who said homosexuality was 'unnatural' revealed as pedophile who groomed young boys,1
662,Trump claims wind turbine 'noise causes cancer',1
663,Ram's Tackle Andrew Whitworth: Rams' SB loss was 'worst game' of season,1
664,Neo-Nazi who said homosexuality was 'unnatural' revealed as paedophile who groomed young boys,1
665,Fan digs up grandad's skull to celebrate title,1
666,Neo-Nazi who said homosexuality was 'unnatural' revealed as paedophile who groomed young boys,1
667,Trump repeatedly fails in attempt to say ‘origins’ then claims noise from wind farms causes cancer,1
668,"NBA star Steph Curry is making a TV series about competitive, high-stakes minigolf",1
669,Police in India arrested ten students for playing PUBG,1
670,Soldier charged with killing comrades in virtual battlefield,1
671,"Fido Mobile to start charging customers for simple services like ""Making a payment"".",1
672,"""I masturbate, but I don't kill""",1
673,The Parents Who Made a Porno to Teach Their Children About Sex | This Morning,1
674,Massive 12-foot alligator trapped in Florida weighs nearly 750 pounds,1
675,Patagonia Is Divesting Itself of Finance &amp; Tech Bros,1
676,"Onlookers cheer, yell 'pay my tuition' as Lori Loughlin arrives to court",1
677,Steph Curry says he hasn't been able to see properly in his NBA career,1
678,So much going on here...,1
679,Patagonia Is Divesting Itself of Finance &amp; Tech Bros,1
680,"EDM could save lives: Skrillex song can act as mosquito repellent, says study",1
681,Why Garfield phones have littered French beaches for 35 years,1
682,Neo-Nazi who said homosexuality was 'unnatural' revealed as paedophile who groomed young boys,1
683,"Amazon.com should share web domain name rights, Brazil says",1
684,Bolsonaro says after visiting Holocaust museum that Nazis 'no doubt' were leftists,1
685,Two Arkansas men arrested for taking turns shooting each other while wearing bulletproof vest,1
686,Neo-Nazi who sajd homosexuality was 'unnatural' revealed as paedophile who groomed young boys,1
687,Utah alcohol commission to decide if karaoke is ‘substantially similar’ to ax throwing,1
688,This man was the only passenger on a Boeing 737 to Italy,1
689,Neo-Nazi who said homosexuality was 'unnatural' revealed as paedophile who groomed young boys,1
690,Trump reportedly impressed lawmakers by taking notes in a meeting. He was actually drafting 'Sloppy Steve' Bannon insults.,1
691,“NFL assures fans there's no tolerance for racial slurs in Redskins' stadium“,1
692,A nanny state? Vermont town elects goat as honorary mayor,1
693,Neo-Nazi who said homosexuality was 'unnatural' revealed as paedophile who groomed young boys,1
694,Best Shooter in Basketball History is Actually Blind and is Just Now Fixing It.,1
695,"Passenger delays flight, gets detained after throwing coins at plane for good luck | Fox News",1
696,Neo-Nazi who said homosexuality was 'unnatural' revealedas paedophile who groomed young boys,1
697,Neo-Nazi who said homosexuality was 'unnatural' revealed as paedophile who groomed young boys,1
698,Trump's war on windmills now includes wild cancer claim,1
699,Neo-Nazi who said homosexuality was 'unnatural' revealed as paedophile who groomed young boys,1
700,Genetic paradox explained by nonsense,1
701,Trump's war on windmills now includes wild cancer claim,1
702,Isis bride Shamima Begum says she is 'bored' of Brexit,1
703,2 Men in Bulletproof Vests Arrested for Shooting Each Other,1
704,2 men take turns shooting each other while wearing bulletproof vest,1
705,"Man dies under his 12,000 lbs pile of porn magazines",1
706,"Onlookers cheer, yell 'pay my tuition' as Lori Loughlin arrives to court",1
707,"Man Tries to Rob Store With Sword, But Clerk Has Bigger Sword",1
708,Their Pulls Out Sword But Store Clerk Fights Back With Bigger Sword,1
709,Jack Renshaw: Neo-Nazi who said homosexuality was 'unnatural' revealed as paedophile who groomed young boys,1
710,Man Buys Two-Dozen Burger King Pies in Spite,1
711,Judge rules identical twins must both pay support for nine-year-old girl,1
712,Massive 12-foot alligator trapped in Florida weighs nearly 750 pounds,1
713,"Man Tries to Rob Store with Sword, Clerk Also Has Sword",1
714,"Mum Tries To Create Easter Bonnet, Ends Up Making Giant Penis Hat",1
715,Nine died in the nation’s deadliest biker shootout. Texas prosecutors couldn’t convict a single person,1
716,"Chinese drunk gets eight months in prison for making 8,700 abusive calls to emergency services",1
717,"Boy mistakenly runs over chicken, takes it to the hospital in rush",1
718,Kid Accidentally Runs Over Chicken With His Bike &amp; Rushes It To Hospital With His Own Pocket Money,1
719,"Indian boy cycles over chicken, rushes it to hospital with his savings, becomes viral hero.",1
720,Lunchables launching ‘Brunchables’ breakfast line,1
721,Lunchables just unveiled 'Brunchables' breakfast sandwiches,1
722,Drunks shoot each other for fun,1
723,Cesar Sayoc says pipe bombs weren't meant to hurt anybody,1
724,Surrey teacher who drank alcohol before a dry grad reprimanded,1
725,Man reportedly armed with golf club and brick robs downtown bank,1
726,Twin brothers forced to both pay child support,1
727,A teen in Ohio is facing 73 charges after a series of 'swatting' calls were made across the country,1
728,Naked policeman arrests fugitive in Swedish sauna,1
729,AMC Movie theatres to host 59 hour marathon of all 22 Marvel movies.,1
730,Washington Department of Corrections Quietly Bans Book Donations to Prisoners From Nonprofits,1
731,Arkansas men arrested for taking turns shooting one another in bulletproof vest,1
732,Squid Injects Woman's Tongue With Sperm Bag As She Eats In Korea,1
733,Police Attempt to Get Citizens to Turn in Knives Backfires After Thieves Steal All the Knives,1
734,NYC Man Gets 14 Years for Killing Friend Who Littered at Grandma's,1
735,Teacher accused of calling Asian pupil Stan because he couldn't say his name and joked another would be a 40-year-old virgin,1
736,Teacher accused of calling Asian pupil Stan because he couldn't say his name and joked another would be a 40-year-old virgin,1
737,Teacher accused of calling Asian pupil Stan because he couldn't say his name and joked another would be a 40-year-old virgin,1
738,2 Men in Bulletproof Vests Arrested for Shooting Each Other,1
739,"White House Invents New Word to Cover for Trump: Transcript Claims He Said ‘Oringes,’ Not ‘Oranges’",1
740,Tennessee man sentenced to die for murdering wife seeks clemency after 'redeemed by Jesus',1
741,"White House bafflingly claims Trump actually said 'oringes,' not 'oranges'",1
742,UK Parliament Deadlocked in Vote on Procedure to Resolve Deadlock,1
743,"Pro Trump SuperPAC forgets about 2016 and tells us to watch out for ""creepy joe"" and ends by saying ""Our children are watching. What example will we set for them""",1
744,"Army kicks off Sexual Assault Awareness Month with a cake-cutting ceremony, because of course",1
745,Alyssa Milano's 'I believe' Kavanaugh accuser becomes 'we can't assume' Biden guilt,1
746,Donald Trump wrongly claims his father was born in Germany – again | US news,1
747,Dolly Parton sponsoring Tyler Reddick's NASCAR Camaro at Bristol,1
748,"Pro Trump SuperPAC forgets about 2016 and tells us to watch out for ""creepy joe"" and ends by saying ""Our children are watching. What example will we set for them""",1
749,Utah alcohol commission to decide if karaoke is ‘substantially similar’ to ax throwing,1
750,Komodo Island to close to tourists next year because people keep stealing its 'dragons',1
751,Donald Trump: Windmills cause cancer,1
752,Trump repeatedly fails in attempt to say 'origins' then claims noise from wind farms causes cancer,1
753,"Pro Trump SuperPAC forgets about 2016 and tells us to watch out for ""creepy joe"" and ends by saying ""Our children are watching. What example will we set for them""",1
754,Trump claims noise from windmills causes cancer,1
755,California coastal city selling 0.01-acre property for $18G,1
756,Trump repeatedly fails in attempt to say 'origins' then claims noise from wind farms causes cancer,1
757,"Man sues employer, saying supervisor bullied him by farting too much",1
758,Someone is using Gabe Newell’s face to sell underwear in China,1
759,Komodo Island Is Closing to Tourists Because People Are Stealing Dragons,1
760,Thai pro-marijuana party in high demand after disputed vote,1
761,Trump claims noise from windmills causes cancer,1
762,Twitter blocks French government with its own fake news law,1
763,Texas civil court judge accidentally resigns,1
764,Illegally-flown drone hits NYPD officer on head during rabbi’s funeral,1
765,Trump claims noise from windmills causes cancer,1
766,"Scientific Study Finds ""Scary Monsters and Nice Sprites"" by Skrillex Stops Mosquitos From Having Sex",1
767,Steph Curry just got contacts and can actually see clearly now.,1
768,Texas butthole tickling bandit finally caught.,1
769,Harris County judge accidentally resigns,1
770,Trump claims windmill 'noise causes cancer',1
771,Komodo island is reportedly closing until 2020 because people keep stealing the dragons,1
772,"April fool's, America's fool... It's hard to tell them apart",1
773,Grandmother gives birth to own grandchild,1
774,Texas Judge Accidentally Resigns,1
775,DOJ Warns Academy Over Proposed Oscar Rule Changes,1
776,British military launches probe after video emerges of soldiers using image of Jeremy Corbyn as target practice,1
777,IS militants blew themselves in Syria's Raqqa,1
778,Brazil: judge rules identical twins must both pay support for nine-year-old girl,1
779,Donald Trump claims wind turbine noise causes cancer,1
780,Army investigating Jeremy Corbyn target practice film,1
781,Identical twins both ordered to pay child support after DNA tests fail to determine who baby's father is,1
782,Donald Trump claims noise from wind turbines causes cancer,1
783,Man who was drugged and robbed by Cardi B says it was still better than listening to her music.,1
784,Neo-Nazi who said homosexuality was 'unnatural' revealed as paedophile who groomed young boys,1
785,"Boy, 8, found after leaving home to 'travel the world'",1
786,What Health Kick? Young Americans Still Thirst for Alcopops,1
787,Selling marijuana is ‘pretty damn cool:’ Meet the grandparents deep in the weed business,1
788,The US government has agreed to stop killing thousands of kittens,1
789,Super-rich Nigerians are using British Airways to deliver pizzas from London,1
790,Trump repeatedly fails in attempt to say 'origins' then claims noise from wind farms causes cancer,1
791,"A small Japanese city is facing a ninja shortage — even with salaries as high as $85,000",1
792,"This Japanese town is suffering a ninja shortage, will pay $85,000 to anyone who wants to be one",1
793,British soldiers use picture of Jeremy Corbyn as a shooting target,1
794,Florida surgeon general nominee in hot water over hot tub comments,1
795,"Man sues employer, saying supervisor bullied him by farting too much",1
796,Parents charged in college cheating scam turn to consultant to understand prison life,1
797,"Arkansas men in bulletproof vests shoot each other after night of drinking, invent elaborate cover story",1
798,Ex-mayor defeats dead incumbent in Oklahoma election,1
799,Fella kills two white high school girls in Alabama.,1
800,Trump repeatedly fails in attempt to say 'origins' then claims noise from wind farms causes cancer,1
801,Ex-mayor defeats dead incumbent in Oklahoma election,1
802,Minnesota deputy finds pig in swerving driver's lap,1
803,Hikers Forced to Clean Up Their Waste as Alaskan Glacier Sets to Dump Decades of Poo,1
804,Popular Russian candy bars made with secret ingredient: blood,1
805,No kidding: Woman pulled over had baby goat in lap,1
806,Man Too Lazy to Get a Real Driver’s License Uses a Handwritten Piece of Paper Instead,1
807,Twitter blocks French government with its own fake news law,1
808,"Woman calls police after husband brings home ‘wrong type of chicken,’ cops say",1
809,You can do 'lemoga' - that's yoga with lemurs - in the Lake District,1
810,"Famous Filipino musician caught masturbating on video chat, blames it on politics",1
811,Trump repeatedly fails in attempt to say 'origins' then claims noise from wind farms causes cancer,1
812,Trump repeatedly fails in attempt to say 'origins' then claims noise from wind farms causes cancer,1
813,Iraqi man saved countless lives by joining iSIS and setting up covert ambushes of Suicide bombers. He would then have false news reports claim the attacks succeeded in order to hide the truth.,1
814,English judge says man having sex with wife is 'fundamental human right',1
815,"Two arrested in Rogers, AR, accused of shooting each other while wearing bulletproof vests.",1
816,A Chinese woman lied her way into Mar-a-Lago because a guy named Charles told her to,1
817,Florida man says pipe bombs weren't meant to hurt anybody,1
818,"I was banned from puppy yoga for having a ‘bad vibe,’ Toronto woman says",1
819,Arkansas men arrested for taking turns shooting each other while wearing bulletproof vest after drinking,1
820,Princess Awesome designers launch gender-neutral clothes for boys,1
821,SAP2000 21.0.2 Crack [Torrent + Portable] 2019 Activation Key,1
822,Army investigating ‘Jeremy Corbyn target practice film’,1
823,"Famous Filipino singer caught playing with ""organ"" on video chat, blames it on politics",1
824,Japanese aghast at prospect of extra-long holiday to celebrate coronation,1
825,Best Hair Transplant Doctor in Turkey - Dr. Olcay Saygin,1
826,"""Don't Know How To Spend Time"": Extra Holidays Confuse Japan Workaholics",1
827,"City Float Accepts $500,000 From Matt Higgins",1
828,Well that got weird,1
829,Trump claims that the noise from wind turbines causes cancer.,1
830,"Nashville Woman suing for $1,000,000 after boyfriend butt-dialed her during sex with another man for 1hr 28 min",1
831,"Virginia officer told black middle schoolers that when they turn 18, 'then you're mine'",1
832,Second time’s the charm!,1
